Song,Date,Total Number of Plays for Date
Slovakia,2019-12-31,243
Slovakia,2020-01-01,5033
Slovakia,2020-01-02,3218
Slovakia,2020-01-03,2473
Slovakia,2020-01-04,3031
Slovakia,2020-01-05,4020
Slovakia,2020-01-06,5198
Slovakia,2020-01-07,4538
Slovakia,2020-01-08,2262
Slovakia,2020-01-09,4749
Slovakia,2020-01-10,3574
Slovakia,2020-01-11,2272
Slovakia,2020-01-12,2911
Slovakia,2020-01-13,3405
Slovakia,2020-01-14,3798
Slovakia,2020-01-15,4225
Slovakia,2020-01-16,4177
Slovakia,2020-01-17,1397
Slovakia,2020-01-18,3230
Slovakia,2020-01-19,3322
Slovakia,2020-01-20,4234
Slovakia,2020-01-21,5315
Slovakia,2020-01-22,3452
Slovakia,2020-01-23,1798
Slovakia,2020-01-24,3382
Slovakia,2020-01-25,2532
Slovakia,2020-01-26,3924
Slovakia,2020-01-27,2512
Slovakia,2020-01-28,2868
Slovakia,2020-01-29,1851
Slovakia,2020-01-30,3330
Slovakia,2020-01-31,2665
Slovenia,2019-12-31,380
Slovenia,2020-01-01,3503
Slovenia,2020-01-02,2380
Slovenia,2020-01-03,3229
Slovenia,2020-01-04,3647
Slovenia,2020-01-05,3290
Slovenia,2020-01-06,4070
Slovenia,2020-01-07,2574
Slovenia,2020-01-08,2323
Slovenia,2020-01-09,2715
Slovenia,2020-01-10,4245
Slovenia,2020-01-11,3359
Slovenia,2020-01-12,2379
Slovenia,2020-01-13,3331
Slovenia,2020-01-14,3294
Slovenia,2020-01-15,3520
Slovenia,2020-01-16,3799
Slovenia,2020-01-17,3436
Slovenia,2020-01-18,1763
Slovenia,2020-01-19,2434
Slovenia,2020-01-20,2797
Slovenia,2020-01-21,4390
Slovenia,2020-01-22,4692
Slovenia,2020-01-23,2726
Slovenia,2020-01-24,4136
Slovenia,2020-01-25,3231
Slovenia,2020-01-26,3529
Slovenia,2020-01-27,2175
Slovenia,2020-01-28,3445
Slovenia,2020-01-29,1827
Slovenia,2020-01-30,1721
Slovenia,2020-01-31,3279
Solomon Islands,2019-12-31,1060
Solomon Islands,2020-01-01,2345
Solomon Islands,2020-01-02,3412
Solomon Islands,2020-01-03,2469
Solomon Islands,2020-01-04,2063
Solomon Islands,2020-01-05,3606
Solomon Islands,2020-01-06,3146
Solomon Islands,2020-01-07,4178
Solomon Islands,2020-01-08,2980
Solomon Islands,2020-01-09,2026
Solomon Islands,2020-01-10,3941
Solomon Islands,2020-01-11,4932
Solomon Islands,2020-01-12,2361
Solomon Islands,2020-01-13,1329
Solomon Islands,2020-01-14,4405
Solomon Islands,2020-01-15,3348
Solomon Islands,2020-01-16,5172
Solomon Islands,2020-01-17,3741
Solomon Islands,2020-01-18,3738
Solomon Islands,2020-01-19,4732
Solomon Islands,2020-01-20,5615
Solomon Islands,2020-01-21,4690
Solomon Islands,2020-01-22,3656
Solomon Islands,2020-01-23,2369
Solomon Islands,2020-01-24,5021
Solomon Islands,2020-01-25,2475
Solomon Islands,2020-01-26,2597
Solomon Islands,2020-01-27,3335
Solomon Islands,2020-01-28,3722
Solomon Islands,2020-01-29,3071
Solomon Islands,2020-01-30,2683
Solomon Islands,2020-01-31,1950
Somalia,2019-12-31,258
Somalia,2020-01-01,5050
Somalia,2020-01-02,5397
Somalia,2020-01-03,2650
Somalia,2020-01-04,3925
Somalia,2020-01-05,3941
Somalia,2020-01-06,4852
Somalia,2020-01-07,3300
Somalia,2020-01-08,1100
Somalia,2020-01-09,4109
Somalia,2020-01-10,3224
Somalia,2020-01-11,3764
Somalia,2020-01-12,3176
Somalia,2020-01-13,4623
Somalia,2020-01-14,1450
Somalia,2020-01-15,3796
Somalia,2020-01-16,2996
Somalia,2020-01-17,2871
Somalia,2020-01-18,4503
Somalia,2020-01-19,2732
Somalia,2020-01-20,2976
Somalia,2020-01-21,2686
Somalia,2020-01-22,4121
Somalia,2020-01-23,4966
Somalia,2020-01-24,3673
Somalia,2020-01-25,2475
Somalia,2020-01-26,2492
Somalia,2020-01-27,3246
Somalia,2020-01-28,4320
Somalia,2020-01-29,3949
Somalia,2020-01-30,3890
Somalia,2020-01-31,1657
South Africa,2019-12-31,494
South Africa,2020-01-01,4067
South Africa,2020-01-02,3627
South Africa,2020-01-03,2417
South Africa,2020-01-04,4637
South Africa,2020-01-05,3243
South Africa,2020-01-06,2294
South Africa,2020-01-07,3299
South Africa,2020-01-08,2166
South Africa,2020-01-09,3052
South Africa,2020-01-10,3930
South Africa,2020-01-11,1448
South Africa,2020-01-12,3971
South Africa,2020-01-13,5037
South Africa,2020-01-14,2995
South Africa,2020-01-15,3707
South Africa,2020-01-16,3140
South Africa,2020-01-17,3000
South Africa,2020-01-18,5015
South Africa,2020-01-19,2238
South Africa,2020-01-20,2109
South Africa,2020-01-21,4006
South Africa,2020-01-22,4435
South Africa,2020-01-23,3113
South Africa,2020-01-24,2686
South Africa,2020-01-25,2942
South Africa,2020-01-26,2702
South Africa,2020-01-27,5495
South Africa,2020-01-28,5058
South Africa,2020-01-29,4359
South Africa,2020-01-30,2786
South Africa,2020-01-31,3848
South Georgia and the South Sandwich Islands,2019-12-31,428
South Georgia and the South Sandwich Islands,2020-01-01,3273
South Georgia and the South Sandwich Islands,2020-01-02,3987
South Georgia and the South Sandwich Islands,2020-01-03,2455
South Georgia and the South Sandwich Islands,2020-01-04,3193
South Georgia and the South Sandwich Islands,2020-01-05,2833
South Georgia and the South Sandwich Islands,2020-01-06,3811
South Georgia and the South Sandwich Islands,2020-01-07,2430
South Georgia and the South Sandwich Islands,2020-01-08,2216
South Georgia and the South Sandwich Islands,2020-01-09,2287
South Georgia and the South Sandwich Islands,2020-01-10,2140
South Georgia and the South Sandwich Islands,2020-01-11,3227
South Georgia and the South Sandwich Islands,2020-01-12,2680
South Georgia and the South Sandwich Islands,2020-01-13,1234
South Georgia and the South Sandwich Islands,2020-01-14,3058
South Georgia and the South Sandwich Islands,2020-01-15,2805
South Georgia and the South Sandwich Islands,2020-01-16,2768
South Georgia and the South Sandwich Islands,2020-01-17,4038
South Georgia and the South Sandwich Islands,2020-01-18,3487
South Georgia and the South Sandwich Islands,2020-01-19,5816
South Georgia and the South Sandwich Islands,2020-01-20,2059
South Georgia and the South Sandwich Islands,2020-01-21,3040
South Georgia and the South Sandwich Islands,2020-01-22,3476
South Georgia and the South Sandwich Islands,2020-01-23,2738
South Georgia and the South Sandwich Islands,2020-01-24,2531
South Georgia and the South Sandwich Islands,2020-01-25,4443
South Georgia and the South Sandwich Islands,2020-01-26,2437
South Georgia and the South Sandwich Islands,2020-01-27,4120
South Georgia and the South Sandwich Islands,2020-01-28,5058
South Georgia and the South Sandwich Islands,2020-01-29,2377
South Georgia and the South Sandwich Islands,2020-01-30,3262
South Georgia and the South Sandwich Islands,2020-01-31,3190
Spain,2019-12-31,680
Spain,2020-01-01,2812
Spain,2020-01-02,3500
Spain,2020-01-03,3282
Spain,2020-01-04,2718
Spain,2020-01-05,2206
Spain,2020-01-06,3241
Spain,2020-01-07,5622
Spain,2020-01-08,3244
Spain,2020-01-09,4756
Spain,2020-01-10,2236
Spain,2020-01-11,4685
Spain,2020-01-12,2851
Spain,2020-01-13,4322
Spain,2020-01-14,3587
Spain,2020-01-15,1442
Spain,2020-01-16,3142
Spain,2020-01-17,4934
Spain,2020-01-18,3199
Spain,2020-01-19,4128
Spain,2020-01-20,4837
Spain,2020-01-21,3530
Spain,2020-01-22,2890
Spain,2020-01-23,2497
Spain,2020-01-24,1987
Spain,2020-01-25,3261
Spain,2020-01-26,2468
Spain,2020-01-27,3169
Spain,2020-01-28,5107
Spain,2020-01-29,3504
Spain,2020-01-30,2405
Spain,2020-01-31,612
Sri Lanka,2019-12-31,529
Sri Lanka,2020-01-01,4845
Sri Lanka,2020-01-02,4399
Sri Lanka,2020-01-03,1871
Sri Lanka,2020-01-04,1352
Sri Lanka,2020-01-05,3697
Sri Lanka,2020-01-06,2162
Sri Lanka,2020-01-07,4300
Sri Lanka,2020-01-08,3020
Sri Lanka,2020-01-09,3415
Sri Lanka,2020-01-10,3642
Sri Lanka,2020-01-11,3712
Sri Lanka,2020-01-12,4235
Sri Lanka,2020-01-13,1311
Sri Lanka,2020-01-14,2787
Sri Lanka,2020-01-15,3378
Sri Lanka,2020-01-16,3242
Sri Lanka,2020-01-17,3024
Sri Lanka,2020-01-18,2629
Sri Lanka,2020-01-19,2108
Sri Lanka,2020-01-20,2739
Sri Lanka,2020-01-21,3195
Sri Lanka,2020-01-22,3096
Sri Lanka,2020-01-23,2865
Sri Lanka,2020-01-24,5441
Sri Lanka,2020-01-25,4699
Sri Lanka,2020-01-26,3091
Sri Lanka,2020-01-27,3076
Sri Lanka,2020-01-28,3441
Sri Lanka,2020-01-29,3861
Sri Lanka,2020-01-30,4860
Sri Lanka,2020-01-31,2444
Sudan,2019-12-31,295
Sudan,2020-01-01,1993
Sudan,2020-01-02,2418
Sudan,2020-01-03,5112
Sudan,2020-01-04,4840
Sudan,2020-01-05,3236
Sudan,2020-01-06,2725
Sudan,2020-01-07,3475
Sudan,2020-01-08,3214
Sudan,2020-01-09,2919
Sudan,2020-01-10,3133
Sudan,2020-01-11,3060
Sudan,2020-01-12,3843
Sudan,2020-01-13,2837
Sudan,2020-01-14,3551
Sudan,2020-01-15,5365
Sudan,2020-01-16,1395
Sudan,2020-01-17,1993
Sudan,2020-01-18,4909
Sudan,2020-01-19,1776
Sudan,2020-01-20,2891
Sudan,2020-01-21,4096
Sudan,2020-01-22,4809
Sudan,2020-01-23,4462
Sudan,2020-01-24,3011
Sudan,2020-01-25,3543
Sudan,2020-01-26,3964
Sudan,2020-01-27,2852
Sudan,2020-01-28,2356
Sudan,2020-01-29,1754
Sudan,2020-01-30,3214
Sudan,2020-01-31,3118
Suriname,2019-12-31,593
Suriname,2020-01-01,3797
Suriname,2020-01-02,3556
Suriname,2020-01-03,2652
Suriname,2020-01-04,3407
Suriname,2020-01-05,4280
Suriname,2020-01-06,3420
Suriname,2020-01-07,1497
Suriname,2020-01-08,3169
Suriname,2020-01-09,4558
Suriname,2020-01-10,1784
Suriname,2020-01-11,2498
Suriname,2020-01-12,3128
Suriname,2020-01-13,4824
Suriname,2020-01-14,4761
Suriname,2020-01-15,2859
Suriname,2020-01-16,3205
Suriname,2020-01-17,3866
Suriname,2020-01-18,3905
Suriname,2020-01-19,4755
Suriname,2020-01-20,4056
Suriname,2020-01-21,2804
Suriname,2020-01-22,3299
Suriname,2020-01-23,3002
Suriname,2020-01-24,4399
Suriname,2020-01-25,3386
Suriname,2020-01-26,3007
Suriname,2020-01-27,4119
Suriname,2020-01-28,4191
Suriname,2020-01-29,2829
Suriname,2020-01-30,3080
Suriname,2020-01-31,3182
Svalbard and Jan Mayen,2019-12-31,122
Svalbard and Jan Mayen,2020-01-01,2553
Svalbard and Jan Mayen,2020-01-02,3023
Svalbard and Jan Mayen,2020-01-03,4605
Svalbard and Jan Mayen,2020-01-04,2936
Svalbard and Jan Mayen,2020-01-05,3619
Svalbard and Jan Mayen,2020-01-06,2606
Svalbard and Jan Mayen,2020-01-07,3137
Svalbard and Jan Mayen,2020-01-08,3632
Svalbard and Jan Mayen,2020-01-09,3368
Svalbard and Jan Mayen,2020-01-10,3149
Svalbard and Jan Mayen,2020-01-11,3855
Svalbard and Jan Mayen,2020-01-12,3186
Svalbard and Jan Mayen,2020-01-13,3347
Svalbard and Jan Mayen,2020-01-14,3093
Svalbard and Jan Mayen,2020-01-15,2523
Svalbard and Jan Mayen,2020-01-16,1606
Svalbard and Jan Mayen,2020-01-17,4497
Svalbard and Jan Mayen,2020-01-18,3373
Svalbard and Jan Mayen,2020-01-19,3436
Svalbard and Jan Mayen,2020-01-20,3653
Svalbard and Jan Mayen,2020-01-21,2823
Svalbard and Jan Mayen,2020-01-22,2482
Svalbard and Jan Mayen,2020-01-23,2505
Svalbard and Jan Mayen,2020-01-24,4326
Svalbard and Jan Mayen,2020-01-25,3087
Svalbard and Jan Mayen,2020-01-26,3645
Svalbard and Jan Mayen,2020-01-27,5293
Svalbard and Jan Mayen,2020-01-28,2604
Svalbard and Jan Mayen,2020-01-29,4508
Svalbard and Jan Mayen,2020-01-30,3028
Svalbard and Jan Mayen,2020-01-31,2450
Swaziland,2019-12-31,1405
Swaziland,2020-01-01,4461
Swaziland,2020-01-02,2427
Swaziland,2020-01-03,3899
Swaziland,2020-01-04,5662
Swaziland,2020-01-05,3433
Swaziland,2020-01-06,3966
Swaziland,2020-01-07,4692
Swaziland,2020-01-08,3175
Swaziland,2020-01-09,3160
Swaziland,2020-01-10,5834
Swaziland,2020-01-11,3961
Swaziland,2020-01-12,2997
Swaziland,2020-01-13,2595
Swaziland,2020-01-14,5097
Swaziland,2020-01-15,2065
Swaziland,2020-01-16,6022
Swaziland,2020-01-17,3441
Swaziland,2020-01-18,2758
Swaziland,2020-01-19,2307
Swaziland,2020-01-20,2542
Swaziland,2020-01-21,3684
Swaziland,2020-01-22,2430
Swaziland,2020-01-23,3880
Swaziland,2020-01-24,2480
Swaziland,2020-01-25,4291
Swaziland,2020-01-26,2780
Swaziland,2020-01-27,2086
Swaziland,2020-01-28,2933
Swaziland,2020-01-29,3573
Swaziland,2020-01-30,2493
Swaziland,2020-01-31,3613
Sweden,2019-12-31,675
Sweden,2020-01-01,3331
Sweden,2020-01-02,4806
Sweden,2020-01-03,3868
Sweden,2020-01-04,1585
Sweden,2020-01-05,5959
Sweden,2020-01-06,3121
Sweden,2020-01-07,3623
Sweden,2020-01-08,4733
Sweden,2020-01-09,2923
Sweden,2020-01-10,4853
Sweden,2020-01-11,3219
Sweden,2020-01-12,5610
Sweden,2020-01-13,3184
Sweden,2020-01-14,2266
Sweden,2020-01-15,2323
Sweden,2020-01-16,2545
Sweden,2020-01-17,3125
Sweden,2020-01-18,2213
Sweden,2020-01-19,2902
Sweden,2020-01-20,3910
Sweden,2020-01-21,2356
Sweden,2020-01-22,2892
Sweden,2020-01-23,4187
Sweden,2020-01-24,4562
Sweden,2020-01-25,4503
Sweden,2020-01-26,2044
Sweden,2020-01-27,4344
Sweden,2020-01-28,3895
Sweden,2020-01-29,4393
Sweden,2020-01-30,1574
Sweden,2020-01-31,1481
Switzerland,2019-12-31,866
Switzerland,2020-01-01,2722
Switzerland,2020-01-02,2361
Switzerland,2020-01-03,2679
Switzerland,2020-01-04,2952
Switzerland,2020-01-05,4073
Switzerland,2020-01-06,3294
Switzerland,2020-01-07,4393
Switzerland,2020-01-08,4175
Switzerland,2020-01-09,1137
Switzerland,2020-01-10,1821
Switzerland,2020-01-11,1454
Switzerland,2020-01-12,2499
Switzerland,2020-01-13,5185
Switzerland,2020-01-14,4200
Switzerland,2020-01-15,2961
Switzerland,2020-01-16,3584
Switzerland,2020-01-17,4155
Switzerland,2020-01-18,4603
Switzerland,2020-01-19,3719
Switzerland,2020-01-20,2550
Switzerland,2020-01-21,2964
Switzerland,2020-01-22,3300
Switzerland,2020-01-23,3305
Switzerland,2020-01-24,5245
Switzerland,2020-01-25,5398
Switzerland,2020-01-26,2269
Switzerland,2020-01-27,3738
Switzerland,2020-01-28,1383
Switzerland,2020-01-29,2658
Switzerland,2020-01-30,2814
Switzerland,2020-01-31,1195
Syrian Arab Republic,2019-12-31,147
Syrian Arab Republic,2020-01-01,1796
Syrian Arab Republic,2020-01-02,3762
Syrian Arab Republic,2020-01-03,3633
Syrian Arab Republic,2020-01-04,1670
Syrian Arab Republic,2020-01-05,5299
Syrian Arab Republic,2020-01-06,2171
Syrian Arab Republic,2020-01-07,2534
Syrian Arab Republic,2020-01-08,3815
Syrian Arab Republic,2020-01-09,4407
Syrian Arab Republic,2020-01-10,2459
Syrian Arab Republic,2020-01-11,3247
Syrian Arab Republic,2020-01-12,4112
Syrian Arab Republic,2020-01-13,3426
Syrian Arab Republic,2020-01-14,2223
Syrian Arab Republic,2020-01-15,4081
Syrian Arab Republic,2020-01-16,3398
Syrian Arab Republic,2020-01-17,3237
Syrian Arab Republic,2020-01-18,4120
Syrian Arab Republic,2020-01-19,2852
Syrian Arab Republic,2020-01-20,1910
Syrian Arab Republic,2020-01-21,3581
Syrian Arab Republic,2020-01-22,1553
Syrian Arab Republic,2020-01-23,3750
Syrian Arab Republic,2020-01-24,2709
Syrian Arab Republic,2020-01-25,3583
Syrian Arab Republic,2020-01-26,4456
Syrian Arab Republic,2020-01-27,3114
Syrian Arab Republic,2020-01-28,2652
Syrian Arab Republic,2020-01-29,1485
Syrian Arab Republic,2020-01-30,2859
Syrian Arab Republic,2020-01-31,1529
"Taiwan, Province of China",2019-12-31,953
"Taiwan, Province of China",2020-01-01,4144
"Taiwan, Province of China",2020-01-02,2103
"Taiwan, Province of China",2020-01-03,3691
"Taiwan, Province of China",2020-01-04,2610
"Taiwan, Province of China",2020-01-05,3924
"Taiwan, Province of China",2020-01-06,3099
"Taiwan, Province of China",2020-01-07,2823
"Taiwan, Province of China",2020-01-08,2997
"Taiwan, Province of China",2020-01-09,3383
"Taiwan, Province of China",2020-01-10,2711
"Taiwan, Province of China",2020-01-11,2274
"Taiwan, Province of China",2020-01-12,3246
"Taiwan, Province of China",2020-01-13,1486
"Taiwan, Province of China",2020-01-14,3962
"Taiwan, Province of China",2020-01-15,2785
"Taiwan, Province of China",2020-01-16,4706
"Taiwan, Province of China",2020-01-17,1775
"Taiwan, Province of China",2020-01-18,5289
"Taiwan, Province of China",2020-01-19,3383
"Taiwan, Province of China",2020-01-20,2464
"Taiwan, Province of China",2020-01-21,4156
"Taiwan, Province of China",2020-01-22,4603
"Taiwan, Province of China",2020-01-23,4158
"Taiwan, Province of China",2020-01-24,1761
"Taiwan, Province of China",2020-01-25,2880
"Taiwan, Province of China",2020-01-26,3276
"Taiwan, Province of China",2020-01-27,3637
"Taiwan, Province of China",2020-01-28,2118
"Taiwan, Province of China",2020-01-29,4480
"Taiwan, Province of China",2020-01-30,5339
"Taiwan, Province of China",2020-01-31,3529
Tajikistan,2019-12-31,270
Tajikistan,2020-01-01,2385
Tajikistan,2020-01-02,2329
Tajikistan,2020-01-03,1187
Tajikistan,2020-01-04,3623
Tajikistan,2020-01-05,3868
Tajikistan,2020-01-06,3940
Tajikistan,2020-01-07,4701
Tajikistan,2020-01-08,4261
Tajikistan,2020-01-09,4774
Tajikistan,2020-01-10,2261
Tajikistan,2020-01-11,5418
Tajikistan,2020-01-12,2206
Tajikistan,2020-01-13,2615
Tajikistan,2020-01-14,3622
Tajikistan,2020-01-15,4916
Tajikistan,2020-01-16,3140
Tajikistan,2020-01-17,1528
Tajikistan,2020-01-18,3177
Tajikistan,2020-01-19,3257
Tajikistan,2020-01-20,3038
Tajikistan,2020-01-21,3488
Tajikistan,2020-01-22,3113
Tajikistan,2020-01-23,4496
Tajikistan,2020-01-24,1162
Tajikistan,2020-01-25,4508
Tajikistan,2020-01-26,3391
Tajikistan,2020-01-27,3452
Tajikistan,2020-01-28,3274
Tajikistan,2020-01-29,3481
Tajikistan,2020-01-30,2812
Tajikistan,2020-01-31,3040
"Tanzania, United Republic of",2019-12-31,797
"Tanzania, United Republic of",2020-01-01,3762
"Tanzania, United Republic of",2020-01-02,3130
"Tanzania, United Republic of",2020-01-03,3426
"Tanzania, United Republic of",2020-01-04,3402
"Tanzania, United Republic of",2020-01-05,1780
"Tanzania, United Republic of",2020-01-06,4282
"Tanzania, United Republic of",2020-01-07,3900
"Tanzania, United Republic of",2020-01-08,2980
"Tanzania, United Republic of",2020-01-09,2016
"Tanzania, United Republic of",2020-01-10,2939
"Tanzania, United Republic of",2020-01-11,5108
"Tanzania, United Republic of",2020-01-12,3200
"Tanzania, United Republic of",2020-01-13,2917
"Tanzania, United Republic of",2020-01-14,2507
"Tanzania, United Republic of",2020-01-15,4467
"Tanzania, United Republic of",2020-01-16,1926
"Tanzania, United Republic of",2020-01-17,4851
"Tanzania, United Republic of",2020-01-18,2932
"Tanzania, United Republic of",2020-01-19,2766
"Tanzania, United Republic of",2020-01-20,3833
"Tanzania, United Republic of",2020-01-21,3068
"Tanzania, United Republic of",2020-01-22,1607
"Tanzania, United Republic of",2020-01-23,4174
"Tanzania, United Republic of",2020-01-24,1874
"Tanzania, United Republic of",2020-01-25,4158
"Tanzania, United Republic of",2020-01-26,2089
"Tanzania, United Republic of",2020-01-27,2402
"Tanzania, United Republic of",2020-01-28,4016
"Tanzania, United Republic of",2020-01-29,3022
"Tanzania, United Republic of",2020-01-30,3231
"Tanzania, United Republic of",2020-01-31,2287
Thailand,2019-12-31,1045
Thailand,2020-01-01,3542
Thailand,2020-01-02,968
Thailand,2020-01-03,2877
Thailand,2020-01-04,5458
Thailand,2020-01-05,4419
Thailand,2020-01-06,3235
Thailand,2020-01-07,3432
Thailand,2020-01-08,1217
Thailand,2020-01-09,3738
Thailand,2020-01-10,2859
Thailand,2020-01-11,2055
Thailand,2020-01-12,2941
Thailand,2020-01-13,2848
Thailand,2020-01-14,2897
Thailand,2020-01-15,1863
Thailand,2020-01-16,3239
Thailand,2020-01-17,3142
Thailand,2020-01-18,4066
Thailand,2020-01-19,4058
Thailand,2020-01-20,4609
Thailand,2020-01-21,1644
Thailand,2020-01-22,3786
Thailand,2020-01-23,2909
Thailand,2020-01-24,2586
Thailand,2020-01-25,2581
Thailand,2020-01-26,1952
Thailand,2020-01-27,1684
Thailand,2020-01-28,2612
Thailand,2020-01-29,2967
Thailand,2020-01-30,4495
Thailand,2020-01-31,3637
Timor-Leste,2019-12-31,971
Timor-Leste,2020-01-01,3288
Timor-Leste,2020-01-02,3333
Timor-Leste,2020-01-03,3325
Timor-Leste,2020-01-04,4191
Timor-Leste,2020-01-05,3838
Timor-Leste,2020-01-06,3163
Timor-Leste,2020-01-07,1525
Timor-Leste,2020-01-08,3769
Timor-Leste,2020-01-09,3498
Timor-Leste,2020-01-10,3834
Timor-Leste,2020-01-11,3446
Timor-Leste,2020-01-12,3798
Timor-Leste,2020-01-13,3317
Timor-Leste,2020-01-14,3397
Timor-Leste,2020-01-15,2276
Timor-Leste,2020-01-16,3565
Timor-Leste,2020-01-17,1895
Timor-Leste,2020-01-18,3886
Timor-Leste,2020-01-19,4102
Timor-Leste,2020-01-20,3336
Timor-Leste,2020-01-21,4694
Timor-Leste,2020-01-22,2456
Timor-Leste,2020-01-23,2475
Timor-Leste,2020-01-24,2319
Timor-Leste,2020-01-25,4321
Timor-Leste,2020-01-26,4327
Timor-Leste,2020-01-27,2770
Timor-Leste,2020-01-28,2861
Timor-Leste,2020-01-29,3321
Timor-Leste,2020-01-30,3396
Timor-Leste,2020-01-31,1284
Togo,2019-12-31,2052
Togo,2020-01-01,3541
Togo,2020-01-02,4435
Togo,2020-01-03,2843
Togo,2020-01-04,3318
Togo,2020-01-05,2069
Togo,2020-01-06,1944
Togo,2020-01-07,4775
Togo,2020-01-08,2513
Togo,2020-01-09,3282
Togo,2020-01-10,3305
Togo,2020-01-11,2526
Togo,2020-01-12,3231
Togo,2020-01-13,4075
Togo,2020-01-14,2064
Togo,2020-01-15,2700
Togo,2020-01-16,2653
Togo,2020-01-17,2020
Togo,2020-01-18,2828
Togo,2020-01-19,4908
Togo,2020-01-20,4809
Togo,2020-01-21,2178
Togo,2020-01-22,3033
Togo,2020-01-23,2782
Togo,2020-01-24,5499
Togo,2020-01-25,4249
Togo,2020-01-26,4011
Togo,2020-01-27,5684
Togo,2020-01-28,2921
Togo,2020-01-29,3843
Togo,2020-01-30,6049
Togo,2020-01-31,2671
Tokelau,2019-12-31,111
Tokelau,2020-01-01,2313
Tokelau,2020-01-02,3260
Tokelau,2020-01-03,1065
Tokelau,2020-01-04,4098
Tokelau,2020-01-05,3329
Tokelau,2020-01-06,2476
Tokelau,2020-01-07,2393
Tokelau,2020-01-08,2017
Tokelau,2020-01-09,1526
Tokelau,2020-01-10,3285
Tokelau,2020-01-11,4540
Tokelau,2020-01-12,3675
Tokelau,2020-01-13,2655
Tokelau,2020-01-14,3009
Tokelau,2020-01-15,3662
Tokelau,2020-01-16,4608
Tokelau,2020-01-17,5197
Tokelau,2020-01-18,2897
Tokelau,2020-01-19,4032
Tokelau,2020-01-20,3277
Tokelau,2020-01-21,6624
Tokelau,2020-01-22,4358
Tokelau,2020-01-23,2240
Tokelau,2020-01-24,1723
Tokelau,2020-01-25,2968
Tokelau,2020-01-26,3474
Tokelau,2020-01-27,2603
Tokelau,2020-01-28,1978
Tokelau,2020-01-29,6148
Tokelau,2020-01-30,3882
Tokelau,2020-01-31,3226
Tonga,2019-12-31,1245
Tonga,2020-01-01,4132
Tonga,2020-01-02,3299
Tonga,2020-01-03,3508
Tonga,2020-01-04,1570
Tonga,2020-01-05,5091
Tonga,2020-01-06,2855
Tonga,2020-01-07,2726
Tonga,2020-01-08,2582
Tonga,2020-01-09,4946
Tonga,2020-01-10,3774
Tonga,2020-01-11,3724
Tonga,2020-01-12,5226
Tonga,2020-01-13,3604
Tonga,2020-01-14,5500
Tonga,2020-01-15,4195
Tonga,2020-01-16,4062
Tonga,2020-01-17,4143
Tonga,2020-01-18,3107
Tonga,2020-01-19,3059
Tonga,2020-01-20,959
Tonga,2020-01-21,1704
Tonga,2020-01-22,3190
Tonga,2020-01-23,2850
Tonga,2020-01-24,4249
Tonga,2020-01-25,3633
Tonga,2020-01-26,3186
Tonga,2020-01-27,1129
Tonga,2020-01-28,4383
Tonga,2020-01-29,3466
Tonga,2020-01-30,4832
Tonga,2020-01-31,1211
Trinidad and Tobago,2019-12-31,924
Trinidad and Tobago,2020-01-01,3462
Trinidad and Tobago,2020-01-02,5767
Trinidad and Tobago,2020-01-03,2976
Trinidad and Tobago,2020-01-04,1576
Trinidad and Tobago,2020-01-05,5080
Trinidad and Tobago,2020-01-06,2786
Trinidad and Tobago,2020-01-07,2997
Trinidad and Tobago,2020-01-08,3392
Trinidad and Tobago,2020-01-09,3140
Trinidad and Tobago,2020-01-10,3373
Trinidad and Tobago,2020-01-11,4253
Trinidad and Tobago,2020-01-12,4287
Trinidad and Tobago,2020-01-13,2639
Trinidad and Tobago,2020-01-14,2978
Trinidad and Tobago,2020-01-15,3177
Trinidad and Tobago,2020-01-16,2301
Trinidad and Tobago,2020-01-17,1967
Trinidad and Tobago,2020-01-18,3216
Trinidad and Tobago,2020-01-19,1420
Trinidad and Tobago,2020-01-20,3686
Trinidad and Tobago,2020-01-21,4678
Trinidad and Tobago,2020-01-22,5677
Trinidad and Tobago,2020-01-23,3909
Trinidad and Tobago,2020-01-24,2111
Trinidad and Tobago,2020-01-25,3107
Trinidad and Tobago,2020-01-26,3764
Trinidad and Tobago,2020-01-27,2631
Trinidad and Tobago,2020-01-28,3115
Trinidad and Tobago,2020-01-29,4138
Trinidad and Tobago,2020-01-30,2525
Trinidad and Tobago,2020-01-31,3608
Tunisia,2019-12-31,1214
Tunisia,2020-01-01,3736
Tunisia,2020-01-02,4030
Tunisia,2020-01-03,2379
Tunisia,2020-01-04,1662
Tunisia,2020-01-05,3208
Tunisia,2020-01-06,2037
Tunisia,2020-01-07,5951
Tunisia,2020-01-08,3606
Tunisia,2020-01-09,3338
Tunisia,2020-01-10,2730
Tunisia,2020-01-11,3157
Tunisia,2020-01-12,1883
Tunisia,2020-01-13,4155
Tunisia,2020-01-14,5534
Tunisia,2020-01-15,2231
Tunisia,2020-01-16,3762
Tunisia,2020-01-17,2137
Tunisia,2020-01-18,3033
Tunisia,2020-01-19,3313
Tunisia,2020-01-20,4258
Tunisia,2020-01-21,6081
Tunisia,2020-01-22,2835
Tunisia,2020-01-23,1249
Tunisia,2020-01-24,5116
Tunisia,2020-01-25,4933
Tunisia,2020-01-26,1229
Tunisia,2020-01-27,3002
Tunisia,2020-01-28,1096
Tunisia,2020-01-29,3826
Tunisia,2020-01-30,277
