Song,Date,Number of Plays
New Caledonia,2020-01-04,212
Bolivia,2020-01-03,364
Qatar,2020-01-29,41
Colombia,2020-01-13,219
"Moldova, Republic of",2020-01-23,291
Ecuador,2020-01-10,480
Austria,2020-01-12,463
Faroe Islands,2020-01-03,196
Yemen,2020-01-24,436
Netherlands Antilles,2020-01-03,97
Norway,2020-01-26,408
Hong Kong,2020-01-13,194
Norway,2020-01-19,374
Philippines,2020-01-10,113
Mozambique,2020-01-05,299
Cameroon,2020-01-12,352
Gabon,2020-01-29,404
Venezuela,2020-01-02,303
Burundi,2020-01-05,440
Saint Kitts and Nevis,2020-01-09,87
Sao Tome and Principe,2020-01-30,404
Jordan,2020-01-16,330
Kyrgyzstan,2020-01-16,398
"Virgin Islands, British",2020-01-08,25
"Congo, The Democratic Republic of the",2020-01-26,469
Gabon,2020-01-06,430
Greece,2020-01-14,334
AndorrA,2020-01-16,397
Namibia,2020-01-24,388
Guam,2020-01-18,129
Åland Islands,2020-01-18,495
Singapore,2020-01-04,229
Greenland,2020-01-25,154
Mauritania,2020-01-21,43
Kuwait,2020-01-04,326
Gabon,2020-01-29,240
Reunion,2020-01-07,336
Czech Republic,2020-01-13,203
Australia,2020-01-23,187
Papua New Guinea,2020-01-24,313
Belize,2020-01-09,444
Singapore,2020-01-18,175
Turkey,2020-01-21,242
Saint Lucia,2020-01-10,134
Venezuela,2020-01-04,390
Sweden,2019-12-31,118
Syrian Arab Republic,2020-01-13,365
Martinique,2020-01-13,382
Liechtenstein,2020-01-26,446
Hungary,2020-01-11,21
Niger,2020-01-21,192
Norfolk Island,2020-01-29,56
Guinea,2020-01-16,239
Åland Islands,2020-01-06,385
"Macedonia, The Former Yugoslav Republic of",2020-01-20,321
"Palestinian Territory, Occupied",2020-01-23,466
Slovakia,2020-01-08,393
Mauritania,2020-01-15,150
Turks and Caicos Islands,2020-01-06,151
"Palestinian Territory, Occupied",2020-01-28,380
Slovenia,2020-01-22,249
Switzerland,2020-01-21,271
Spain,2020-01-03,106
Greece,2020-01-26,469
Afghanistan,2020-01-12,371
Jamaica,2020-01-23,48
Paraguay,2020-01-27,183
Turkey,2020-01-31,266
Ethiopia,2020-01-03,90
Honduras,2020-01-05,450
"Virgin Islands, British",2020-01-22,432
Timor-Leste,2020-01-09,98
Haiti,2020-01-04,285
Malawi,2020-01-03,237
France,2020-01-10,42
Antigua and Barbuda,2020-01-27,2
Brunei Darussalam,2020-01-05,51
Poland,2020-01-22,259
Åland Islands,2020-01-28,403
Mexico,2020-01-23,480
Liechtenstein,2020-01-04,337
Guam,2020-01-19,433
Luxembourg,2020-01-30,119
Croatia,2020-01-26,45
Liechtenstein,2020-01-26,283
"Taiwan, Province of China",2020-01-08,249
Colombia,2020-01-01,283
Cook Islands,2020-01-05,157
Bulgaria,2020-01-12,382
French Polynesia,2020-01-05,343
El Salvador,2020-01-27,324
Philippines,2020-01-04,305
Mongolia,2020-01-13,487
American Samoa,2020-01-03,14
New Caledonia,2020-01-09,439
Croatia,2020-01-13,439
Ireland,2020-01-23,299
Kiribati,2020-01-06,210
Czech Republic,2020-01-30,397
Bouvet Island,2020-01-28,308
Jersey,2020-01-05,96
Indonesia,2020-01-06,224
Togo,2020-01-02,159
Armenia,2020-01-27,130
Myanmar,2020-01-09,27
United Kingdom,2020-01-19,460
India,2020-01-16,212
"Moldova, Republic of",2020-01-24,310
"Cote D""Ivoire",2020-01-07,292
"Tanzania, United Republic of",2020-01-23,376
Guyana,2020-01-11,330
Benin,2020-01-16,93
Mauritius,2020-01-18,446
Cocos (Keeling) Islands,2020-01-09,473
Canada,2020-01-26,484
Spain,2020-01-17,406
Zambia,2020-01-12,312
Panama,2020-01-26,225
Reunion,2020-01-13,13
Myanmar,2020-01-25,184
Belize,2020-01-07,10
Nauru,2020-01-28,445
Heard Island and Mcdonald Islands,2020-01-23,458
Mayotte,2020-01-19,227
AndorrA,2020-01-31,168
Zambia,2020-01-17,486
Saint Kitts and Nevis,2020-01-17,185
Greece,2020-01-21,241
France,2020-01-06,201
Cyprus,2020-01-14,131
Bermuda,2020-01-31,54
Mexico,2020-01-15,303
Antarctica,2020-01-07,131
Bhutan,2020-01-12,106
Barbados,2020-01-12,458
Madagascar,2020-01-23,479
Tajikistan,2020-01-14,50
Comoros,2020-01-08,283
Oman,2020-01-17,278
Canada,2020-01-03,466
Eritrea,2020-01-17,474
Algeria,2020-01-15,291
Tunisia,2020-01-03,271
Saint Vincent and the Grenadines,2020-01-27,497
Djibouti,2020-01-14,367
Senegal,2020-01-02,123
Singapore,2020-01-23,182
Oman,2020-01-22,489
Palau,2020-01-04,485
Malaysia,2020-01-22,419
South Georgia and the South Sandwich Islands,2020-01-27,352
Norway,2020-01-02,125
Somalia,2020-01-28,37
Equatorial Guinea,2020-01-29,395
Liechtenstein,2020-01-22,66
Saint Lucia,2020-01-03,105
Myanmar,2020-01-08,281
Serbia and Montenegro,2020-01-18,154
Belarus,2020-01-14,318
Azerbaijan,2020-01-06,143
Mali,2020-01-22,31
France,2020-01-11,367
Netherlands,2020-01-02,212
Guinea-Bissau,2020-01-14,253
Austria,2020-01-20,370
French Southern Territories,2020-01-22,381
Madagascar,2020-01-16,208
Venezuela,2020-01-12,475
Benin,2020-01-06,300
Viet Nam,2020-01-29,187
Mongolia,2020-01-28,48
Monaco,2020-01-29,102
"Taiwan, Province of China",2020-01-27,226
Cape Verde,2020-01-12,10
Zambia,2020-01-29,119
Lebanon,2020-01-05,50
Kuwait,2020-01-21,289
Cook Islands,2020-01-10,252
Sierra Leone,2020-01-15,408
Sao Tome and Principe,2020-01-17,18
Dominica,2020-01-21,81
Chad,2020-01-12,304
Kiribati,2020-01-09,44
Equatorial Guinea,2020-01-17,307
Jordan,2020-01-21,45
United States Minor Outlying Islands,2020-01-21,120
"Iran, Islamic Republic Of",2020-01-25,360
South Georgia and the South Sandwich Islands,2020-01-10,109
Grenada,2020-01-07,496
Northern Mariana Islands,2020-01-14,325
Bangladesh,2020-01-21,272
Germany,2020-01-05,371
Burkina Faso,2020-01-10,32
Poland,2020-01-31,385
Bermuda,2020-01-26,449
Saint Pierre and Miquelon,2020-01-15,191
Antigua and Barbuda,2020-01-15,168
Guam,2020-01-08,70
Mayotte,2020-01-21,9
Azerbaijan,2020-01-04,392
Denmark,2020-01-23,377
Wallis and Futuna,2020-01-16,376
Latvia,2020-01-19,490
Haiti,2020-01-16,451
Tonga,2020-01-16,500
Barbados,2020-01-27,66
Heard Island and Mcdonald Islands,2020-01-17,65
Pitcairn,2020-01-24,112
Cape Verde,2020-01-19,421
Isle of Man,2020-01-06,10
Comoros,2020-01-18,203
Georgia,2020-01-03,75
Mali,2020-01-24,281
Congo,2020-01-14,153
Monaco,2020-01-05,468
Singapore,2020-01-07,313
Algeria,2020-01-08,18
French Guiana,2020-01-26,245
Portugal,2020-01-30,101
Bhutan,2020-01-11,53
Cyprus,2020-01-31,486
China,2020-01-17,55
Cook Islands,2020-01-04,34
India,2020-01-22,285
Turkey,2020-01-19,283
Czech Republic,2020-01-07,338
Puerto Rico,2020-01-19,272
United Kingdom,2020-01-07,9
"Palestinian Territory, Occupied",2020-01-22,217
Bulgaria,2020-01-26,482
Netherlands Antilles,2020-01-21,243
Swaziland,2020-01-05,211
Guatemala,2020-01-23,106
Sierra Leone,2020-01-25,266
Philippines,2020-01-26,335
Gambia,2020-01-09,364
Paraguay,2020-01-03,67
Uganda,2020-01-21,437
French Polynesia,2020-01-04,27
Timor-Leste,2020-01-09,270
Guatemala,2020-01-11,405
Morocco,2020-01-21,322
Jamaica,2020-01-22,201
Aruba,2020-01-25,394
Senegal,2020-01-06,229
Fiji,2020-01-26,306
Liberia,2020-01-31,161
Ghana,2020-01-21,207
Dominican Republic,2020-01-17,159
"Macedonia, The Former Yugoslav Republic of",2020-01-15,13
Mauritania,2020-01-24,496
Angola,2020-01-02,28
Nigeria,2020-01-09,26
Lebanon,2020-01-24,134
"Congo, The Democratic Republic of the",2020-01-18,272
Argentina,2020-01-14,173
Tonga,2020-01-28,377
Indonesia,2020-01-25,243
Dominican Republic,2020-01-19,227
San Marino,2020-01-18,252
"Lao People""S Democratic Republic",2020-01-02,31
Mauritania,2020-01-04,199
Malta,2020-01-14,200
Liechtenstein,2020-01-15,18
Spain,2020-01-05,301
Cook Islands,2020-01-21,435
Swaziland,2020-01-03,407
"Cote D""Ivoire",2020-01-01,257
South Africa,2020-01-17,462
Algeria,2020-01-16,326
Russian Federation,2020-01-23,295
Paraguay,2020-01-10,336
New Caledonia,2020-01-02,309
Latvia,2020-01-04,231
Dominica,2020-01-22,286
Slovakia,2020-01-16,69
Burkina Faso,2020-01-22,111
Fiji,2020-01-02,246
Fiji,2020-01-09,445
"Palestinian Territory, Occupied",2020-01-06,50
Cameroon,2020-01-24,246
Turkey,2020-01-11,175
Guyana,2020-01-08,345
Gabon,2020-01-03,384
Swaziland,2020-01-06,172
French Guiana,2020-01-07,41
Belarus,2020-01-08,500
Wallis and Futuna,2020-01-26,133
Antigua and Barbuda,2020-01-19,66
Saint Helena,2020-01-12,231
Guatemala,2020-01-20,220
Western Sahara,2020-01-26,196
Swaziland,2020-01-19,168
Faroe Islands,2019-12-31,377
Tunisia,2020-01-28,99
Trinidad and Tobago,2020-01-23,485
Australia,2020-01-13,78
Honduras,2020-01-10,237
Trinidad and Tobago,2020-01-14,157
Austria,2020-01-05,159
Armenia,2020-01-12,53
Seychelles,2020-01-02,493
Madagascar,2020-01-04,123
Suriname,2020-01-24,282
Venezuela,2020-01-09,425
Myanmar,2020-01-08,253
"Virgin Islands, British",2020-01-16,152
Albania,2020-01-08,219
Niue,2020-01-21,166
Jordan,2020-01-14,470
Gambia,2020-01-03,487
Slovakia,2020-01-25,246
Cape Verde,2020-01-10,250
Malaysia,2020-01-11,167
Guinea,2020-01-21,247
Namibia,2020-01-05,84
United Kingdom,2020-01-02,110
"Micronesia, Federated States of",2020-01-11,471
Turks and Caicos Islands,2020-01-16,65
Maldives,2020-01-28,354
Bosnia and Herzegovina,2020-01-10,216
Germany,2020-01-10,284
Netherlands Antilles,2020-01-15,123
Pakistan,2020-01-19,278
Bangladesh,2020-01-28,376
Qatar,2020-01-27,461
"Palestinian Territory, Occupied",2020-01-22,8
United Arab Emirates,2020-01-26,216
"Taiwan, Province of China",2020-01-23,61
Sudan,2020-01-25,98
Costa Rica,2020-01-04,394
San Marino,2020-01-10,423
Denmark,2020-01-08,455
Guinea,2020-01-01,111
Germany,2020-01-15,66
Venezuela,2020-01-25,84
"Moldova, Republic of",2020-01-18,392
Honduras,2020-01-29,381
Somalia,2020-01-04,395
Norfolk Island,2020-01-11,320
San Marino,2020-01-21,327
Nicaragua,2020-01-23,477
Chile,2020-01-24,406
Christmas Island,2020-01-17,475
Guernsey,2020-01-20,132
"Lao People""S Democratic Republic",2020-01-08,446
Uruguay,2020-01-06,67
Northern Mariana Islands,2020-01-05,297
Malawi,2020-01-20,238
Dominica,2020-01-27,422
Syrian Arab Republic,2020-01-09,454
Zambia,2020-01-08,342
Lebanon,2020-01-16,471
Martinique,2020-01-07,466
Isle of Man,2020-01-18,235
Cayman Islands,2020-01-20,39
Ukraine,2020-01-11,368
Northern Mariana Islands,2020-01-07,76
United States Minor Outlying Islands,2020-01-04,19
Senegal,2020-01-20,348
Luxembourg,2020-01-02,302
Central African Republic,2020-01-30,483
Canada,2020-01-12,126
Estonia,2020-01-23,75
Northern Mariana Islands,2020-01-03,313
Mauritania,2020-01-02,25
Slovakia,2020-01-12,259
Central African Republic,2020-01-13,82
British Indian Ocean Territory,2020-01-18,372
Armenia,2020-01-25,353
British Indian Ocean Territory,2020-01-13,343
Jordan,2020-01-12,19
Botswana,2020-01-08,346
Denmark,2020-01-06,327
AndorrA,2020-01-19,418
Sierra Leone,2020-01-04,313
Hong Kong,2020-01-16,395
Martinique,2020-01-08,122
Qatar,2020-01-18,306
Philippines,2020-01-11,140
United States,2020-01-20,366
Bosnia and Herzegovina,2020-01-18,266
Uganda,2020-01-23,370
Ukraine,2020-01-11,418
Albania,2020-01-17,298
Antarctica,2020-01-02,470
Kiribati,2020-01-19,279
Puerto Rico,2020-01-27,90
Belarus,2020-01-15,59
AndorrA,2020-01-16,215
Hungary,2020-01-14,323
Solomon Islands,2020-01-27,89
Antigua and Barbuda,2020-01-26,79
Chad,2020-01-27,139
Gibraltar,2020-01-13,212
Mayotte,2020-01-09,295
Somalia,2020-01-02,336
Grenada,2020-01-18,286
Pitcairn,2020-01-30,260
Iraq,2020-01-07,65
India,2020-01-19,104
Bosnia and Herzegovina,2020-01-11,48
Ecuador,2020-01-11,135
Cyprus,2020-01-20,237
Greece,2020-01-19,475
Indonesia,2020-01-29,482
Antigua and Barbuda,2020-01-03,79
Georgia,2020-01-13,459
Sierra Leone,2020-01-21,55
Somalia,2020-01-23,450
Swaziland,2020-01-06,309
"Taiwan, Province of China",2020-01-14,89
"Tanzania, United Republic of",2020-01-13,328
Angola,2020-01-14,323
Cape Verde,2020-01-11,353
Serbia and Montenegro,2020-01-06,238
Norway,2020-01-01,76
Mayotte,2020-01-19,44
Saint Lucia,2020-01-13,499
"Iran, Islamic Republic Of",2020-01-02,406
Swaziland,2020-01-07,95
Tonga,2020-01-12,364
Saint Helena,2020-01-11,451
Botswana,2020-01-23,476
Oman,2020-01-17,174
Reunion,2020-01-07,401
Mongolia,2020-01-14,485
New Zealand,2020-01-14,150
Georgia,2020-01-19,104
Guadeloupe,2020-01-26,147
Congo,2020-01-09,271
Mayotte,2020-01-06,477
Italy,2020-01-22,151
Greenland,2020-01-10,121
Sweden,2020-01-01,473
Greenland,2020-01-19,445
Samoa,2020-01-01,12
Australia,2020-01-06,177
Finland,2020-01-10,466
Guinea-Bissau,2020-01-17,308
Argentina,2020-01-22,113
Antigua and Barbuda,2020-01-10,36
Guyana,2020-01-21,119
Netherlands Antilles,2020-01-11,435
South Africa,2020-01-22,201
"Moldova, Republic of",2020-01-27,79
Benin,2020-01-02,33
Turkmenistan,2020-01-07,238
Turks and Caicos Islands,2020-01-29,382
Mayotte,2020-01-25,452
Panama,2020-01-11,304
Mayotte,2020-01-27,456
"Palestinian Territory, Occupied",2020-01-06,218
Uganda,2020-01-02,275
China,2020-01-18,33
"Virgin Islands, U.S.",2020-01-28,57
Uganda,2020-01-16,207
"Micronesia, Federated States of",2020-01-11,139
Hungary,2020-01-20,113
Bouvet Island,2020-01-20,187
Lithuania,2020-01-31,218
Niue,2020-01-29,27
Papua New Guinea,2020-01-15,406
Wallis and Futuna,2020-01-10,437
Benin,2020-01-21,178
"Virgin Islands, British",2020-01-09,82
Philippines,2020-01-04,464
Cuba,2020-01-16,60
Bulgaria,2020-01-10,479
South Africa,2020-01-08,357
Honduras,2020-01-01,192
Morocco,2020-01-15,393
Pakistan,2020-01-14,347
Argentina,2020-01-10,461
India,2020-01-17,134
Samoa,2020-01-03,163
Montserrat,2020-01-08,182
Cayman Islands,2020-01-03,354
Indonesia,2020-01-24,447
Panama,2020-01-18,489
Lebanon,2020-01-07,463
Nigeria,2020-01-30,487
United Arab Emirates,2020-01-12,265
Bangladesh,2020-01-10,230
Hong Kong,2020-01-06,447
Turkey,2020-01-18,477
Guinea,2020-01-20,436
Peru,2020-01-15,20
Nicaragua,2020-01-26,91
Greece,2020-01-10,127
Heard Island and Mcdonald Islands,2020-01-29,90
Senegal,2020-01-23,259
British Indian Ocean Territory,2020-01-31,87
Bolivia,2020-01-20,170
"Korea, Democratic People""S Republic of",2020-01-07,126
Somalia,2020-01-04,257
Saint Pierre and Miquelon,2020-01-17,66
"Korea, Democratic People""S Republic of",2020-01-14,119
Lebanon,2020-01-28,386
Haiti,2020-01-26,250
Argentina,2020-01-06,211
Greenland,2020-01-27,255
Grenada,2020-01-08,436
Gambia,2020-01-07,35
Puerto Rico,2020-01-02,327
Mauritania,2020-01-15,470
Benin,2020-01-11,242
Palau,2020-01-09,374
Oman,2020-01-23,369
Bhutan,2020-01-25,260
Kiribati,2020-01-07,474
Malta,2020-01-14,333
Myanmar,2020-01-12,458
Jamaica,2020-01-03,293
Netherlands,2020-01-26,139
Gabon,2020-01-04,300
Uganda,2020-01-21,358
Liechtenstein,2020-01-28,114
"Congo, The Democratic Republic of the",2020-01-27,101
Germany,2020-01-26,215
Maldives,2020-01-07,224
Canada,2020-01-14,426
Sweden,2020-01-07,159
San Marino,2020-01-01,487
Albania,2020-01-07,292
Haiti,2020-01-02,194
Guinea-Bissau,2020-01-04,231
Congo,2020-01-24,252
Serbia and Montenegro,2020-01-15,460
Armenia,2020-01-22,461
Australia,2020-01-23,127
Ukraine,2020-01-14,85
Saudi Arabia,2020-01-25,269
Gambia,2020-01-03,62
Kazakhstan,2020-01-29,144
Kazakhstan,2020-01-12,163
Saint Lucia,2020-01-14,324
Yemen,2020-01-17,355
Burkina Faso,2020-01-09,96
Botswana,2020-01-28,228
Denmark,2020-01-10,376
Cocos (Keeling) Islands,2020-01-21,284
Sao Tome and Principe,2020-01-30,318
New Caledonia,2020-01-21,421
Qatar,2020-01-07,98
China,2020-01-19,332
Svalbard and Jan Mayen,2020-01-17,462
Åland Islands,2020-01-30,249
Burkina Faso,2020-01-03,122
Austria,2020-01-14,144
Malawi,2020-01-15,425
Guatemala,2020-01-12,220
Kazakhstan,2020-01-04,359
Svalbard and Jan Mayen,2020-01-20,318
Finland,2020-01-20,110
Zambia,2020-01-17,322
Canada,2020-01-01,172
Italy,2020-01-01,375
Åland Islands,2020-01-22,117
Croatia,2020-01-11,90
Faroe Islands,2020-01-12,128
Kenya,2020-01-05,286
Norfolk Island,2020-01-14,1
Syrian Arab Republic,2020-01-09,486
Egypt,2020-01-02,303
Botswana,2020-01-07,181
Ireland,2020-01-11,391
Croatia,2020-01-10,467
"Korea, Democratic People""S Republic of",2020-01-22,202
Costa Rica,2020-01-14,454
Norfolk Island,2020-01-27,406
Swaziland,2020-01-19,19
Botswana,2020-01-14,348
Tunisia,2020-01-24,390
Venezuela,2020-01-10,396
Niue,2020-01-24,19
British Indian Ocean Territory,2020-01-22,15
Sao Tome and Principe,2020-01-02,394
Egypt,2020-01-17,329
Swaziland,2020-01-01,315
Russian Federation,2020-01-16,210
Somalia,2020-01-11,301
Denmark,2020-01-24,382
Malta,2020-01-28,311
AndorrA,2020-01-13,438
Finland,2020-01-07,289
Jordan,2020-01-24,50
Liberia,2020-01-05,123
Greece,2020-01-31,428
Afghanistan,2020-01-18,354
Heard Island and Mcdonald Islands,2020-01-30,95
Antarctica,2020-01-16,292
Greece,2020-01-15,343
Kazakhstan,2020-01-09,489
Estonia,2020-01-06,473
"Virgin Islands, U.S.",2020-01-07,317
Turkey,2020-01-23,14
Jersey,2020-01-07,49
"Palestinian Territory, Occupied",2020-01-22,344
Dominica,2020-01-29,288
Georgia,2020-01-25,331
Singapore,2020-01-12,383
Eritrea,2020-01-21,268
Grenada,2020-01-28,145
Suriname,2020-01-05,60
Denmark,2020-01-31,175
Tonga,2020-01-09,18
Kyrgyzstan,2020-01-01,186
American Samoa,2020-01-25,290
Nigeria,2020-01-08,495
Ukraine,2020-01-09,156
Guernsey,2020-01-17,442
Norway,2020-01-10,145
"Moldova, Republic of",2020-01-05,102
Peru,2020-01-25,179
United Kingdom,2020-01-04,149
Israel,2020-01-05,345
"Tanzania, United Republic of",2020-01-31,210
Ukraine,2020-01-18,284
Falkland Islands (Malvinas),2020-01-05,226
Liberia,2020-01-24,75
Mauritius,2020-01-28,139
Nigeria,2020-01-22,389
"Tanzania, United Republic of",2020-01-08,475
Qatar,2020-01-30,81
Saint Lucia,2020-01-16,172
Fiji,2020-01-09,250
Tajikistan,2020-01-25,225
Saint Vincent and the Grenadines,2019-12-31,94
Argentina,2020-01-18,482
Seychelles,2019-12-31,293
Pitcairn,2020-01-04,278
Malaysia,2020-01-31,196
Antarctica,2020-01-25,2
"Korea, Republic of",2020-01-25,416
"Iran, Islamic Republic Of",2020-01-24,153
Argentina,2020-01-11,435
Netherlands Antilles,2020-01-11,302
Faroe Islands,2020-01-13,73
Belarus,2020-01-28,257
Nepal,2020-01-07,337
Netherlands,2020-01-24,305
Trinidad and Tobago,2020-01-28,185
Madagascar,2020-01-31,419
Nauru,2020-01-02,216
Yemen,2020-01-09,149
Ecuador,2020-01-02,320
Chile,2020-01-05,35
Gabon,2020-01-17,251
Hungary,2020-01-29,327
Saudi Arabia,2020-01-02,82
New Caledonia,2020-01-25,333
Antarctica,2020-01-31,352
Malta,2020-01-24,486
Swaziland,2020-01-06,276
Czech Republic,2020-01-22,435
Guam,2020-01-29,200
Argentina,2020-01-03,477
Mongolia,2020-01-16,190
Finland,2020-01-09,176
San Marino,2020-01-06,494
Jamaica,2020-01-03,268
Spain,2020-01-26,91
Brunei Darussalam,2020-01-08,190
Central African Republic,2020-01-15,365
Cuba,2020-01-06,154
Jersey,2020-01-12,333
Serbia and Montenegro,2020-01-03,341
Bhutan,2020-01-14,276
Spain,2020-01-06,491
Turks and Caicos Islands,2020-01-20,293
Martinique,2020-01-28,331
Belgium,2020-01-23,42
Chile,2020-01-06,139
Portugal,2020-01-01,382
San Marino,2020-01-13,470
"Palestinian Territory, Occupied",2020-01-04,284
Dominica,2020-01-18,391
Uganda,2020-01-12,194
Paraguay,2020-01-06,59
"Korea, Democratic People""S Republic of",2020-01-12,236
Kyrgyzstan,2020-01-30,348
Panama,2020-01-26,500
Colombia,2020-01-21,250
Zimbabwe,2020-01-16,500
Fiji,2020-01-26,222
Ukraine,2020-01-25,237
Tunisia,2020-01-07,411
Anguilla,2020-01-14,73
Sweden,2020-01-18,138
Viet Nam,2020-01-05,232
United Kingdom,2020-01-22,312
Tonga,2020-01-29,483
Barbados,2020-01-18,190
"Virgin Islands, U.S.",2020-01-08,197
Argentina,2020-01-05,75
Guyana,2020-01-04,148
Luxembourg,2020-01-20,171
"Taiwan, Province of China",2020-01-12,216
Sao Tome and Principe,2020-01-09,468
United Arab Emirates,2020-01-13,469
Saudi Arabia,2020-01-08,382
Sweden,2020-01-03,367
"Macedonia, The Former Yugoslav Republic of",2020-01-20,185
Sierra Leone,2020-01-20,132
Canada,2020-01-26,495
Botswana,2020-01-28,366
"Tanzania, United Republic of",2020-01-21,80
Malaysia,2020-01-22,239
Cook Islands,2020-01-30,378
Albania,2020-01-20,252
Malaysia,2020-01-05,253
French Southern Territories,2020-01-15,85
Brazil,2020-01-17,191
"Tanzania, United Republic of",2020-01-15,493
Sri Lanka,2020-01-10,384
Christmas Island,2020-01-26,340
Poland,2020-01-18,458
Kiribati,2020-01-12,434
Yemen,2020-01-06,75
Belgium,2020-01-23,172
Norway,2020-01-29,86
Senegal,2020-01-31,166
Guatemala,2020-01-26,17
New Caledonia,2020-01-04,403
Mozambique,2020-01-29,493
Singapore,2020-01-29,136
Bulgaria,2020-01-19,428
Iraq,2020-01-13,156
Jordan,2020-01-27,179
Svalbard and Jan Mayen,2020-01-30,205
"Macedonia, The Former Yugoslav Republic of",2020-01-11,236
Burundi,2020-01-24,194
Mongolia,2020-01-08,58
Venezuela,2020-01-09,134
Suriname,2020-01-24,301
France,2020-01-18,325
Libyan Arab Jamahiriya,2020-01-15,2
Comoros,2020-01-14,382
Slovakia,2020-01-02,246
Aruba,2020-01-13,382
Palau,2020-01-10,187
Indonesia,2020-01-29,311
Puerto Rico,2020-01-12,206
Cambodia,2020-01-11,435
Solomon Islands,2020-01-14,333
Vanuatu,2020-01-19,11
Kiribati,2020-01-12,265
Jersey,2019-12-31,408
Pitcairn,2020-01-21,175
San Marino,2020-01-01,467
Bermuda,2020-01-11,277
Gabon,2020-01-19,322
Saint Lucia,2020-01-24,451
India,2020-01-19,94
Pakistan,2020-01-31,382
Dominican Republic,2020-01-08,150
Bulgaria,2020-01-11,268
French Southern Territories,2020-01-12,102
Niue,2020-01-04,64
Senegal,2020-01-22,214
Papua New Guinea,2020-01-18,64
Belize,2020-01-05,322
Cocos (Keeling) Islands,2020-01-01,233
Timor-Leste,2020-01-28,377
"Congo, The Democratic Republic of the",2020-01-13,176
Hong Kong,2020-01-02,91
Christmas Island,2020-01-31,287
Cambodia,2020-01-15,419
"Tanzania, United Republic of",2020-01-25,44
China,2020-01-08,243
Brunei Darussalam,2020-01-06,152
Kenya,2020-01-10,250
Senegal,2020-01-07,237
Pitcairn,2020-01-25,274
Australia,2020-01-31,173
Myanmar,2020-01-11,337
Guatemala,2020-01-09,144
Timor-Leste,2020-01-18,435
Guinea,2020-01-25,453
Antarctica,2020-01-28,234
Netherlands,2020-01-11,175
Angola,2020-01-06,143
Ukraine,2020-01-09,101
Somalia,2020-01-13,182
Norfolk Island,2020-01-12,257
Oman,2020-01-11,334
British Indian Ocean Territory,2020-01-31,35
"Macedonia, The Former Yugoslav Republic of",2020-01-30,116
Saudi Arabia,2020-01-09,486
Hong Kong,2020-01-12,292
New Caledonia,2020-01-20,229
Niue,2020-01-11,25
Brazil,2020-01-02,130
Fiji,2020-01-06,163
Liberia,2020-01-04,495
Christmas Island,2020-01-16,226
"Micronesia, Federated States of",2020-01-18,9
Isle of Man,2020-01-23,47
"Micronesia, Federated States of",2020-01-06,108
Niger,2020-01-26,208
Greece,2020-01-06,37
Canada,2020-01-03,277
Kiribati,2020-01-08,312
Timor-Leste,2020-01-26,491
Falkland Islands (Malvinas),2020-01-18,348
Cameroon,2020-01-01,463
Costa Rica,2020-01-07,171
Dominican Republic,2020-01-22,261
Cuba,2020-01-31,160
Saint Lucia,2020-01-18,221
Singapore,2020-01-13,63
Botswana,2020-01-02,490
Timor-Leste,2020-01-22,344
Croatia,2020-01-25,399
French Polynesia,2020-01-31,494
Tunisia,2020-01-27,451
British Indian Ocean Territory,2020-01-28,71
Russian Federation,2020-01-13,153
Heard Island and Mcdonald Islands,2020-01-09,144
Indonesia,2020-01-04,467
Iraq,2020-01-20,3
Sri Lanka,2020-01-05,200
"Macedonia, The Former Yugoslav Republic of",2020-01-09,18
Liberia,2020-01-28,71
Luxembourg,2020-01-15,362
"Moldova, Republic of",2020-01-10,326
Papua New Guinea,2020-01-05,161
Bermuda,2020-01-17,355
"Congo, The Democratic Republic of the",2020-01-09,81
Namibia,2020-01-12,340
Tunisia,2020-01-05,418
Sierra Leone,2020-01-08,444
Grenada,2020-01-07,358
Zimbabwe,2020-01-30,286
"Virgin Islands, U.S.",2020-01-13,461
Philippines,2020-01-21,127
Netherlands Antilles,2020-01-30,2
Monaco,2020-01-13,29
Colombia,2020-01-23,97
Croatia,2020-01-09,396
Guinea,2020-01-11,406
Pitcairn,2020-01-21,34
Guatemala,2020-01-21,217
Togo,2020-01-19,223
Western Sahara,2020-01-19,416
Papua New Guinea,2020-01-29,437
Northern Mariana Islands,2020-01-24,345
Liechtenstein,2020-01-27,482
Paraguay,2020-01-19,53
Senegal,2020-01-15,195
Ghana,2020-01-12,348
San Marino,2020-01-04,492
Holy See (Vatican City State),2020-01-20,348
Cyprus,2020-01-29,288
Albania,2020-01-31,48
Antigua and Barbuda,2020-01-03,500
Uganda,2020-01-27,438
Slovenia,2020-01-27,143
United Kingdom,2020-01-23,10
Netherlands Antilles,2020-01-17,347
South Africa,2020-01-08,192
Guatemala,2020-01-21,447
Kiribati,2020-01-12,22
Lebanon,2020-01-27,70
American Samoa,2020-01-31,187
"Palestinian Territory, Occupied",2020-01-30,259
Panama,2020-01-20,453
"Taiwan, Province of China",2020-01-29,179
Nepal,2020-01-26,235
Saudi Arabia,2020-01-07,240
Thailand,2020-01-04,187
Australia,2020-01-26,468
Netherlands Antilles,2020-01-29,153
Chad,2020-01-21,315
Philippines,2020-01-06,299
Hungary,2020-01-08,382
Isle of Man,2020-01-25,374
Cambodia,2020-01-31,467
Namibia,2020-01-23,213
Ethiopia,2020-01-07,208
