Song,Date,Number of Plays
Timbuktu,2020-03-18,1714
Zanzibar City,2020-01-04,894
Serekunda,2020-02-25,793
Rosario,2020-04-10,312
Buffalo,2020-05-13,1905
Panama City,2020-04-28,1895
Manzini,2020-04-25,1244
Wollongong,2020-04-27,452
St. John's,2020-02-21,1991
Miri,2020-01-30,1795
Pago Pago,2020-04-03,612
Vienna,2020-05-27,690
Bissau,2020-03-20,507
Birmingham,2020-01-23,1623
Daegu,2020-05-14,693
Minsk,2020-02-28,626
Manzini,2020-05-20,1016
Saint John,2020-02-06,1907
Astana,2020-02-17,497
Managua,2020-04-07,1178
Wollongong,2020-02-29,409
Conakry,2020-04-26,1044
Iloilo City,2020-03-27,900
Cusco,2020-01-06,1622
Strasbourg,2020-04-08,1928
Marseille,2020-03-14,734
Bissau,2020-04-04,1796
Ashgabat,2020-03-03,542
Hiroshima,2020-01-23,424
Bishkek,2020-04-30,180
Agartala,2020-02-20,1614
Chongqing,2020-05-24,1934
Valdivia,2020-03-03,342
Tripoli,2020-05-16,1068
Nashville,2020-05-19,1880
Belfast,2020-03-03,155
Mexicali,2020-02-25,1147
Charlotte Amalie,2020-01-16,1500
Kaohsiung,2020-01-05,640
Tallinn,2020-03-01,129
Abuja,2020-03-29,556
Cork (city),2020-04-11,1406
Dalian,2020-01-10,356
Bloemfontein,2020-05-04,774
Da Nang,2020-02-26,1532
Oranjestad,2020-02-22,1807
Barcelona,2020-01-04,161
Kobe,2020-04-11,1356
Taichung,2020-04-11,1432
Monaco,2020-04-22,1971
Zagreb,2020-01-21,297
Edinburgh,2020-03-16,1911
Nouakchott,2020-03-24,1221
Nuuk,2020-04-01,1775
Malacca Town,2020-05-05,1567
Brussels,2020-03-10,1404
Mogadishu,2020-02-23,1703
Medellín,2020-05-09,780
Sydney,2020-03-07,451
Riverside,2020-02-25,1373
Brussels,2020-05-05,664
Virginia Beach,2020-01-01,693
Edinburgh,2020-03-11,1033
Freetown,2020-02-05,1572
Chongjin,2020-05-21,672
Jeddah,2020-01-30,1321
Chicago,2020-03-23,720
Concepción,2020-02-12,1683
Riverside,2020-05-01,1184
Nukulaelae,2020-04-22,752
Porto,2020-01-04,348
Nagpur,2020-02-27,1263
Bridgetown,2020-04-01,938
Tagbilaran,2020-02-13,1045
Melekeok,2020-02-08,821
South Tarawa,2020-05-07,1064
Malang,2020-01-03,1335
Douala,2020-02-25,1590
Banda Aceh,2020-02-03,571
Naypyidaw,2020-02-09,435
Bangalore,2020-04-08,1150
Simferopol,2020-04-26,792
Belém,2020-01-24,1172
Porto Alegre,2020-03-18,1878
Xining,2020-01-02,235
Frankfurt,2020-03-03,1655
Bogor,2020-05-02,431
Santo Domingo,2020-02-03,1550
Aberdeen,2020-05-20,1906
Ottawa,2020-02-15,103
Ljubljana,2020-01-20,276
Washington,2020-01-25,1053
Koror,2020-02-14,260
Hagåtña,2020-03-07,1034
Pekanbaru,2020-01-05,324
Belmopan,2020-05-07,1866
Saint John,2020-03-12,652
Jaipur,2020-03-27,431
Blantyre,2020-04-19,945
Durban,2020-05-18,1847
Düsseldorf,2020-04-16,1744
Asunción,2020-01-15,1803
Pristina,2020-03-22,1628
Chuí,2020-01-27,1522
Tirana,2020-03-02,556
Reykjavík,2020-01-06,1769
Quito,2020-04-11,1453
Siem Reap,2020-01-18,521
Almaty,2020-02-12,885
Chennai,2020-01-29,666
Chiang Mai,2020-04-03,675
Hanoi,2020-04-02,474
Dar es Salaam,2020-03-27,673
Dammam,2020-04-25,915
Shenyang,2020-05-13,1729
New Delhi,2020-03-14,1661
Kaohsiung,2020-01-17,722
Guayaquil,2020-03-05,1770
Simferopol,2020-01-23,556
Sri Jayawardenapura-Kotte,2020-05-17,999
Beirut,2020-02-23,1106
Dalian,2020-03-30,1914
Port-au-Prince,2020-03-26,464
Cebu City,2020-03-10,342
Canberra,2020-02-15,933
Brisbane,2020-03-30,812
Boa Vista,2020-04-20,683
Tirana,2020-03-16,246
Virginia Beach,2020-05-09,650
Innsbruck,2020-05-27,1535
Accra,2020-03-12,1543
Calama,2020-02-15,1290
Namangan,2020-01-26,1828
Gothenburg,2020-03-13,1314
Riverside,2020-04-18,1484
Bamako,2020-03-22,1263
Hiroshima,2020-03-04,748
Wonsan,2020-03-22,131
Shijiazhuang,2020-01-15,1844
Dakar,2020-05-22,1836
Bratsk,2020-01-17,399
Nukus,2020-02-29,1605
Rosario,2020-03-26,336
Tallinn,2020-01-02,266
São José dos Campos,2020-03-17,881
Funafuti,2020-05-10,1025
Minneapolis,2020-02-26,1010
Linz,2020-03-29,1729
Aberdeen,2020-03-15,497
Chongqing,2020-03-16,1222
Beijing,2020-02-07,978
Tokyo,2020-04-07,1784
Aarhus,2020-01-10,583
Rotterdam,2020-04-09,830
Honolulu,2020-01-29,1126
Marseille,2020-01-12,687
Luxor,2020-05-08,1498
Kingston,2020-03-19,1021
Banda Aceh,2020-05-26,602
Saint-Pierre,2020-05-30,1873
Harare,2020-05-29,469
Manaus,2020-01-29,1541
Angra do Heroísmo,2020-01-08,1508
Nuuk,2020-01-13,1706
Kharkiv,2020-04-26,1936
Thessaloniki,2020-02-08,167
Baghdad,2020-04-01,885
Chicago,2020-03-26,1679
Chittagong,2020-03-16,426
Wichita,2020-02-20,313
Sri Jayawardenapura-Kotte,2020-03-10,490
Bulawayo,2020-01-10,741
Willemstad,2020-03-27,439
Pyongyang,2020-01-23,563
Pittsburgh,2020-02-07,1354
Lhasa,2020-02-06,1995
Juneau,2020-02-15,1852
The Hague,2020-02-05,1133
Changchun,2020-05-07,539
The Hague,2020-05-20,1804
Almaty,2020-01-24,1354
Udon Thani,2020-03-11,442
Curitiba,2020-04-10,1867
Aberdeen,2020-01-09,891
Alexandria,2020-05-31,504
Santo Domingo,2020-04-29,1208
Yekaterinburg,2020-03-20,651
Monrovia,2020-04-20,449
Handan,2020-03-24,1479
Stepanakert,2020-03-01,1304
Novosibirsk,2020-05-24,722
São Paulo,2020-04-20,562
Multan,2020-01-20,498
Andorra la Vella,2020-04-15,111
San José,2020-05-21,1358
Bursa,2020-03-16,1592
Praia,2020-03-23,1454
Balikpapan,2020-02-27,727
Quito,2020-04-11,1992
Christchurch,2020-02-28,109
Valletta,2020-01-15,677
Córdoba,2020-02-06,243
Nukuʻalofa,2020-02-01,689
Valdivia,2020-05-30,985
Nashville,2020-02-20,995
Niamey,2020-01-13,1775
Birmingham,2020-05-01,1128
Jeddah,2020-03-03,1035
Santo Domingo,2020-02-22,998
The Hague,2020-02-02,313
Banda Aceh,2020-05-16,1520
Zagreb,2020-04-27,898
Mwanza,2020-03-25,1714
Dushanbe,2020-03-19,1198
Koror,2020-05-02,322
Sapporo,2020-04-17,676
Hagåtña,2020-02-28,1707
Daegu,2020-05-09,1181
Johor Bahru,2020-04-19,693
Kigali,2020-04-17,259
Yaoundé,2020-04-15,1625
Birmingham,2020-03-13,1511
Kuching,2020-05-26,509
Kuching,2020-03-24,1515
Rabi Island,2020-03-29,386
Raleigh,2020-01-08,1477
Chengdu,2020-05-26,1328
Taipei,2020-02-18,1689
Salt Lake City,2020-02-14,647
Yellowknife,2020-01-12,787
Zamboanga City,2020-02-21,984
San José,2020-03-18,1222
Providence,2020-05-12,1915
Dalian,2020-03-30,364
Belmopan,2020-03-17,357
Chittagong,2020-05-30,976
New Orleans,2020-02-29,1229
Lubumbashi,2020-03-12,330
Sitka,2020-04-01,1606
Zürich,2020-04-30,427
Phoenix,2020-03-27,1767
Indianapolis,2020-04-26,305
Cleveland,2020-02-29,1285
Yangon,2020-04-11,1395
Monaco,2020-05-01,599
Batticaloa,2020-05-29,1678
Skopje,2020-04-23,458
Miami,2020-05-14,1058
Shanghai,2020-03-03,910
Majuro,2020-03-25,1229
Canberra,2020-01-31,292
Fortaleza,2020-04-02,1183
Kigali,2020-02-10,816
Detroit,2020-03-25,1514
Kraków,2020-03-10,1826
Jerusalem,2020-03-03,979
Luxor,2020-04-22,332
New Delhi,2020-04-15,746
Tokyo,2020-03-27,1081
Oranjestad,2020-03-11,1769
Thimphu,2020-01-29,1739
Cockburn Town,2020-01-30,314
Mashhad,2020-02-26,785
Mbabane,2020-03-06,682
Tegucigalpa,2020-03-08,1732
Thimphu,2020-03-31,149
Nagpur,2020-02-11,1165
Labasa,2020-02-08,1904
Kaesong,2020-02-10,869
Dededo,2020-03-03,892
Kiev,2020-03-07,1472
Montevideo,2020-01-18,1959
Koror,2020-04-13,866
Saint-Pierre,2020-05-23,1179
Yekaterinburg,2020-04-06,1055
Okinawa,2020-04-27,1609
Fort-de-France,2020-01-26,1573
Paramaribo,2020-01-05,1204
Tabriz,2020-04-10,1773
Ulan Bator,2020-02-19,388
Zanzibar City,2020-05-25,210
Quezon City,2020-02-12,350
Strasbourg,2020-04-02,1119
Gaza,2020-02-13,1864
Marrakech,2020-01-01,1542
Fortaleza,2020-05-18,1517
Khartoum,2020-01-04,1741
Nagpur,2020-01-17,1258
Maseru,2020-03-10,711
Daegu,2020-02-21,138
Barcelona,2020-03-16,160
Munich,2020-01-16,1368
Iqaluit,2020-02-25,740
Niamey,2020-01-16,1444
Wichita,2020-01-04,114
New Orleans,2020-02-10,586
Gold Coast,2020-01-16,1087
San Fernando,2020-03-13,218
Multan,2020-02-21,395
Ilhéus,2020-03-15,1403
Brikama,2020-05-05,1449
Leeds,2020-04-13,1360
Malacca Town,2020-05-31,517
Rotterdam,2020-02-01,1083
Providence,2020-04-16,815
Dublin,2020-05-12,1168
Tampa,2020-04-15,843
Zhengzhou,2020-02-17,1539
Magadan,2020-04-21,1710
Huế,2020-05-21,327
Winnipeg,2020-02-10,835
Lusaka,2020-01-27,1069
Charlotte,2020-02-27,186
Bern,2020-02-29,790
Ulan Bator,2020-03-07,749
New Orleans,2020-02-03,1855
Pristina,2020-04-06,317
Bogor,2020-02-17,404
Mata-Utu,2020-04-17,1198
Ambon,2020-01-31,1484
Porto,2020-04-15,121
Palma,2020-03-13,1224
New Delhi,2020-03-25,1479
Luxembourg (city),2020-02-07,1438
Baltimore,2020-04-10,1367
Guangzhou,2020-02-11,746
Denver,2020-03-09,1198
San Carlos de Bariloche,2020-03-12,1152
Dalian,2020-03-15,686
Malacca Town,2020-02-26,728
Simferopol,2020-03-12,1829
Hamilton,2020-03-19,1188
Tokyo,2020-04-05,1456
Beirut,2020-01-14,1378
Jaipur,2020-05-03,1898
Zürich,2020-03-20,1858
Perth,2020-04-05,560
Santa Cruz de la Sierra,2020-02-15,441
Mérida,2020-01-17,1000
Durango,2020-04-17,1951
Porto Alegre,2020-03-28,560
Anadyr (town),2020-05-29,979
Taipei,2020-02-28,1937
Managua,2020-02-21,1837
Chittagong,2020-04-10,315
Cusco,2020-04-05,1405
Kunming,2020-02-15,1502
Palikir,2020-05-02,425
Belmopan,2020-04-07,1532
Palembang,2020-02-02,1824
Naypyidaw,2020-02-03,179
Vientiane,2020-04-14,167
Düsseldorf,2020-05-25,1164
Belfast,2020-03-12,1925
Libreville,2020-05-31,1121
Newcastle,2020-02-14,396
Bratsk,2020-04-19,398
Tianjin,2020-01-22,1524
Makassar,2020-03-29,1955
Chuí,2020-01-16,1969
Toronto,2020-01-26,980
Tel Aviv,2020-03-04,473
Luxembourg (city),2020-04-10,1587
Boa Vista,2020-02-29,992
Kyoto,2020-03-20,1484
Accra,2020-02-02,717
Roseau,2020-03-25,1362
Warsaw,2020-05-23,1054
Seattle,2020-05-05,867
Birmingham,2020-03-20,1348
Zagreb,2020-04-20,481
Toulouse,2020-01-03,109
Prague,2020-05-23,306
Maseru,2020-02-07,839
Tbilisi,2020-03-30,1524
Vladivostok,2020-01-30,432
Guangzhou,2020-05-20,615
Lobamba,2020-03-12,1189
Seoul,2020-04-10,570
Paramaribo,2020-02-06,375
Chengdu,2020-04-08,838
Townsville,2020-01-30,1679
Albuquerque,2020-05-21,223
Frankfurt,2020-01-13,965
Huế,2020-05-20,308
Beijing,2020-04-21,636
Stepanakert,2020-01-11,1227
Islamabad,2020-03-03,700
Moscow,2020-05-09,1555
Chengdu,2020-01-26,1400
Tianjin,2020-01-15,450
Xining,2020-01-29,404
Kyoto,2020-04-20,1676
Jakarta,2020-05-18,1735
Santa Cruz de Tenerife,2020-01-02,997
Udon Thani,2020-05-23,1942
Singapore,2020-05-20,1533
Kuwait City,2020-04-10,1778
Tamale,2020-01-23,1452
Medan,2020-04-08,1495
Las Palmas de Gran Canaria,2020-03-08,1216
Espoo,2020-01-14,259
Suez,2020-01-29,1439
Porto Velho,2020-01-09,1946
Denpasar,2020-02-20,1144
Salzburg,2020-05-26,1226
San Fernando,2020-01-15,973
Pattaya,2020-03-17,1752
Zamboanga City,2020-05-20,1692
Raleigh,2020-05-19,1369
Surat Thani,2020-04-16,1594
Tripoli,2020-05-13,1293
Santo Domingo,2020-05-29,1574
Christchurch,2020-02-29,1755
Shenzhen,2020-02-03,1374
Fairbanks,2020-01-07,483
Srinagar,2020-04-16,655
Thimphu,2020-01-28,797
Weno,2020-03-23,1258
Changchun,2020-04-20,1432
Jamestown,2020-03-29,1869
Almaty,2020-01-23,434
Lomé,2020-02-05,1424
Seoul,2020-02-28,482
Baghdad,2020-04-19,766
Port Moresby,2020-02-01,1643
Nouakchott,2020-03-07,1163
Kanpur,2020-04-23,1199
Singapore,2020-02-13,631
Liverpool,2020-04-15,870
Bulawayo,2020-02-13,425
Brussels,2020-02-10,1401
Lobamba,2020-04-11,936
Kuwait City,2020-05-29,1947
Astana,2020-03-22,625
Cartagena,2020-04-16,1208
Basse-Terre,2020-05-12,777
Miri,2020-05-25,429
Sana'a,2020-04-08,409
Cali,2020-01-17,1169
Horta (Azores),2020-03-09,1368
Pyongyang,2020-04-29,317
Antofagasta,2020-01-03,1439
Perm,2020-03-06,1126
Dar es Salaam,2020-03-20,1726
Naypyidaw,2020-05-15,932
Chicago,2020-01-28,1845
Kiev,2020-03-30,229
Beijing,2020-05-13,962
San Salvador,2020-03-16,221
Maputo,2020-01-17,1008
Medellín,2020-02-05,1836
Ürümqi,2020-01-31,1338
Lucknow,2020-05-26,1466
El Paso,2020-01-24,1165
Saipan,2020-05-17,1094
Rockhampton,2020-03-21,1067
Yaoundé,2020-03-02,448
Yellowknife,2020-02-27,1667
Puerto Williams,2020-02-06,1145
Leipzig,2020-01-29,851
Denpasar,2020-05-26,1702
Port Hedland,2020-02-17,940
Johor Bahru,2020-01-19,956
Shenyang,2020-03-28,810
Balikpapan,2020-04-04,1174
Anchorage,2020-05-04,1043
Port Vila,2020-02-09,805
Vilnius,2020-01-16,393
Warsaw,2020-02-29,566
Luxor,2020-04-20,186
Gangtok,2020-03-24,1845
Nukus,2020-02-15,1310
Rochester,2020-05-28,781
Leipzig,2020-01-26,978
Innsbruck,2020-02-15,531
Palma,2020-01-30,449
San José,2020-03-09,1769
Riverside,2020-01-27,1648
Pretoria,2020-01-11,706
Oranjestad,2020-04-20,1009
Qingdao,2020-01-05,1141
Antofagasta,2020-05-27,1426
Kuwait City,2020-03-21,687
Hargeisa,2020-02-12,1900
Townsville,2020-05-06,1260
Dongguan,2020-03-14,1140
Belmopan,2020-02-19,1962
Chennai,2020-03-24,167
Ulan Bator,2020-05-04,695
Faisalabad,2020-02-03,194
Juneau,2020-04-03,318
Valletta,2020-04-26,164
Tórshavn,2020-03-16,1929
Changchun,2020-04-28,1691
Cotonou,2020-01-20,1787
Tampa,2020-05-17,810
Banjul,2020-03-09,1684
Saipan,2020-04-11,1316
Belize City,2020-04-10,705
Cleveland,2020-01-21,201
Virginia Beach,2020-02-05,226
Kigali,2020-01-11,928
Santa Cruz de Tenerife,2020-03-03,1254
Cardiff,2020-03-01,1728
Dili,2020-02-08,605
Port Hedland,2020-04-12,1569
Mexico City,2020-05-07,579
Bursa,2020-02-12,532
Curitiba,2020-02-18,1150
Nagpur,2020-01-23,444
San José,2020-02-19,1088
Chuí,2020-01-18,1952
Moroni,2020-02-13,1387
Hong Kong,2020-04-21,535
Miri,2020-03-10,1121
Damascus,2020-05-06,1944
Los Angeles,2020-04-26,1616
Mata-Utu,2020-05-01,1879
Phoenix,2020-05-01,908
Istanbul,2020-01-30,323
Dammam,2020-02-14,1503
İzmir,2020-02-16,1856
Kano,2020-02-08,1116
Indianapolis,2020-04-20,250
Odessa,2020-01-26,1886
Kaliningrad,2020-04-15,966
Monrovia,2020-02-02,1661
Minneapolis,2020-04-17,1754
Petropavlovsk-Kamchatsky,2020-02-19,483
Chongqing,2020-04-29,1304
Enugu,2020-04-04,1092
The Hague,2020-02-28,1951
Bangui,2020-04-05,1376
Tucson,2020-02-28,437
Peshawar,2020-02-12,718
Timbuktu,2020-01-25,284
Tegucigalpa,2020-03-12,150
Dunedin,2020-01-19,1061
Simferopol,2020-02-18,1526
Palma,2020-04-27,1471
Stepanakert,2020-01-23,101
Málaga,2020-02-25,973
Dakar,2020-03-11,1479
Philadelphia,2020-05-10,1906
Zapopan,2020-03-30,170
Innsbruck,2020-05-28,950
Columbus,2020-05-07,1264
Wonsan,2020-04-17,1658
Cape Town,2020-01-03,1361
Guadalajara,2020-01-31,1200
Riga,2020-04-08,618
Newcastle,2020-03-03,735
Anchorage,2020-03-25,1855
La Paz,2020-02-15,653
Simferopol,2020-03-18,390
Bern,2020-03-14,1226
Banjul,2020-01-30,980
Monaco,2020-01-11,153
Saipan,2020-05-29,1336
Vientiane,2020-01-21,1068
Washington,2020-03-21,1692
San Carlos de Bariloche,2020-03-19,764
San Antonio,2020-05-15,1060
Brisbane,2020-03-19,207
Denpasar,2020-04-09,1891
Kathmandu,2020-01-01,1496
Novosibirsk,2020-04-28,1339
Naples,2020-05-13,1694
Tucson,2020-05-21,320
Huế,2020-05-07,496
Edmonton,2020-01-29,1295
Mamoudzou,2020-02-18,1795
Aarhus,2020-01-20,389
Lubumbashi,2020-02-13,1387
Huế,2020-04-20,882
Port Elizabeth,2020-01-26,1438
Samara,2020-03-02,260
Aberdeen,2020-01-18,1705
Iquitos,2020-04-20,305
Ludhiana,2020-05-25,1497
Kingston,2020-02-03,422
Moroni,2020-03-25,1199
Majuro,2020-04-08,937
Bujumbura,2020-05-27,1512
Whitehorse,2020-03-21,1971
Cotonou,2020-03-17,1179
Kigali,2020-01-25,1596
Dakar,2020-05-23,1700
Kharkiv,2020-05-12,495
Christchurch,2020-04-02,1095
Suez,2020-03-08,586
Winnipeg,2020-01-11,1714
Weno,2020-05-25,1555
Juneau,2020-05-18,1011
İzmir,2020-05-03,1100
Kolkata,2020-01-10,1914
Ouagadougou,2020-03-16,411
Havana,2020-04-06,1440
Panama City,2020-03-19,1921
Glasgow,2020-05-12,1446
İzmir,2020-04-13,617
Lanzhou,2020-03-08,876
Guatemala City,2020-05-24,1202
El Aaiún,2020-05-02,1982
Sabha,2020-03-26,1213
Linz,2020-02-04,1475
Bishkek,2020-05-12,1766
Dodoma,2020-03-29,250
Petropavlovsk-Kamchatsky,2020-04-20,1892
Havana,2020-01-13,1373
Koulikoro,2020-05-09,729
Mexicali,2020-01-05,1780
Anadyr (town),2020-05-22,1245
Ashgabat,2020-03-09,1036
Douala,2020-02-13,298
Chongjin,2020-01-31,1129
Doha,2020-04-25,1138
Abu Dhabi,2020-03-08,1841
Charlotte Amalie,2020-05-24,1965
Johannesburg,2020-02-17,1643
Abuja,2020-03-21,1228
Tórshavn,2020-01-16,775
Naples,2020-04-07,1104
Jersey City,2020-03-14,1738
Nouakchott,2020-02-15,898
Apia,2020-05-26,521
Bogor,2020-04-19,181
Saint John,2020-02-25,1748
Murmansk,2020-04-09,926
Lobamba,2020-04-11,326
Assis,2020-02-04,418
Indianapolis,2020-02-20,1574
Sukhumi,2020-03-23,1123
Port Elizabeth,2020-04-09,1125
Nukulaelae,2020-05-15,1278
Cebu City,2020-03-06,131
Anadyr (town),2020-01-18,1592
Banda Aceh,2020-04-29,1389
San José,2020-04-11,552
Brussels,2020-03-16,1922
Puebla,2020-02-21,272
Denver,2020-01-27,1987
Edinburgh,2020-01-25,1879
Kandahar,2020-03-24,912
Linz,2020-01-22,1711
Veracruz,2020-05-14,1371
Bishkek,2020-02-25,717
Skopje,2020-05-31,761
Guwahati,2020-05-04,658
Iloilo City,2020-04-14,517
Jerusalem,2020-04-27,369
Willemstad,2020-02-14,675
Valencia,2020-02-23,882
Kaohsiung,2020-01-31,996
Perm,2020-03-25,635
Kano,2020-02-21,458
Riverside,2020-01-07,1681
Geneva,2020-01-16,322
Colombo,2020-02-09,1393
Hilo,2020-05-15,502
Jakarta,2020-05-19,546
Angra do Heroísmo,2020-05-12,1831
Paris,2020-01-10,1087
Douglas,2020-05-02,689
Auckland,2020-02-08,475
Durban,2020-01-25,1129
Makati City,2020-05-28,1502
Beirut,2020-05-28,1973
Vatican City,2020-04-01,1257
Tamale,2020-03-29,600
Johor Bahru,2020-01-15,830
Harare,2020-05-06,1751
Charlotte,2020-01-01,1247
Fredericton,2020-05-01,1941
Alofi,2020-01-30,349
Austin,2020-01-22,737
Tórshavn,2020-03-25,1047
Tbilisi,2020-01-29,1866
Mbabane,2020-03-10,925
Mandurah,2020-03-29,1768
Edmonton,2020-02-26,694
San Fernando,2020-01-14,907
Pittsburgh,2020-02-19,818
Hilo,2020-05-08,1437
Casablanca,2020-03-30,340
Madrid,2020-03-05,779
Chittagong,2020-02-13,1131
Gdańsk,2020-04-25,243
Valencia,2020-03-19,375
Manaus,2020-04-11,638
Iloilo City,2020-05-10,1509
Incheon,2020-04-10,637
San Fernando,2020-02-28,1352
El Aaiún,2020-03-22,776
Astana,2020-03-28,1454
Charlotte Amalie,2020-05-02,1149
Puerto Williams,2020-03-05,782
Port Louis,2020-04-12,1935
Gothenburg,2020-04-25,112
Busan,2020-01-10,375
Chiang Mai,2020-02-22,226
Nukulaelae,2020-04-02,668
N'Djamena,2020-02-27,1692
Invercargill,2020-05-28,169
Tashkent,2020-03-02,1079
Belgrade,2020-02-14,1488
Pune,2020-04-22,469
Brikama,2020-01-03,1457
Greenwich,2020-01-28,746
Mbabane,2020-03-29,795
Chongjin,2020-03-17,659
The Hague,2020-02-19,1448
Jeddah,2020-02-20,145
Malabo,2020-05-13,353
Miri,2020-03-16,927
Hagåtña,2020-01-19,1823
Konya,2020-04-07,307
Berlin,2020-04-18,135
San Antonio,2020-04-05,1450
Mogadishu,2020-04-18,1229
Malabo,2020-01-23,1143
Tampa,2020-04-19,1523
Iquique,2020-03-28,1062
Belgrade,2020-05-14,1216
Malang,2020-01-02,1256
Dar es Salaam,2020-01-12,1712
Palembang,2020-03-25,137
Cotonou,2020-05-16,900
Calama,2020-01-05,1725
Hagåtña,2020-04-14,671
Ljubljana,2020-01-28,738
Abidjan,2020-04-27,302
Belém,2020-03-05,1069
Lusaka,2020-02-15,1900
Porto Velho,2020-02-15,784
Vancouver,2020-02-03,1657
Macau,2020-05-01,542
Samara,2020-03-01,1927
Honolulu,2020-01-12,1759
Taipei,2020-03-18,271
Yogyakarta (city),2020-04-22,1556
Tartu,2020-03-16,1195
Wonsan,2020-01-26,140
Shenzhen,2020-03-07,395
Bangkok,2020-02-04,891
Houston,2020-05-30,491
Bern,2020-01-07,1888
Moroni,2020-04-29,1253
Blantyre,2020-02-05,861
Malabo,2020-05-06,360
Dammam,2020-02-28,218
Belmopan,2020-04-12,1592
Patna,2020-04-15,1942
South Tarawa,2020-03-05,358
Townsville,2020-03-07,1848
Darwin,2020-04-09,873
Arbil,2020-05-23,1110
New Orleans,2020-05-25,333
Lviv,2020-04-24,432
Geelong,2020-02-02,1373
Sydney,2020-01-28,1990
Nakhon Ratchasima,2020-03-30,954
Ciudad del Este,2020-03-05,758
Veracruz,2020-03-19,223
Kingston,2020-03-22,1168
Hagåtña,2020-04-04,1744
Guadalajara,2020-04-26,226
El Paso,2020-01-11,687
Warsaw,2020-03-16,1572
Birmingham,2020-05-21,312
Quebec City,2020-04-12,328
Vienna,2020-01-15,1651
Ibiza,2020-01-16,1811
Horta (Azores),2020-01-20,517
Budapest,2020-05-16,538
Barcelona,2020-01-10,1252
Perm,2020-04-17,232
Saint-Pierre,2020-03-04,240
Pattaya,2020-04-13,1812
Kiev,2020-02-01,1949
Tallinn,2020-02-23,337
Split (city),2020-04-20,1937
Newcastle,2020-03-05,1229
Yokohama,2020-03-10,1071
Multan,2020-03-01,1179
Manaus,2020-05-15,1902
Thiès,2020-05-20,626
Mata-Utu,2020-05-08,1594
Las Palmas de Gran Canaria,2020-02-15,1084
Makassar,2020-02-19,779
Los Angeles,2020-04-10,663
Siem Reap,2020-02-08,998
Manzini,2020-03-03,267
Horta (Azores),2020-05-01,1425
Leipzig,2020-04-27,1434
Fort-de-France,2020-03-01,613
Calama,2020-03-21,309
Detroit,2020-03-06,1263
Yaoundé,2020-03-21,506
Miami,2020-02-16,507
Mbabane,2020-02-02,1688
Doha,2020-04-10,200
Dhaka,2020-05-29,1425
Veracruz,2020-03-11,1677
Rosario,2020-01-20,1472
Abu Dhabi,2020-05-25,1515
Pattaya,2020-02-19,920
Kota Bharu,2020-05-29,1844
Seattle,2020-04-27,1712
Gaborone,2020-05-20,1023
Phuket (city),2020-05-16,1755
Nice,2020-03-06,1969
Mata-Utu,2020-02-17,1495
Moroni,2020-04-21,920
Phoenix,2020-01-28,1958
Pontianak,2020-02-22,244
Agartala,2020-03-17,273
Providence,2020-02-12,810
Gaziantep,2020-05-29,1275
Pretoria,2020-03-07,1895
Ashgabat,2020-03-03,1752
Manzini,2020-01-05,520
Memphis,2020-04-13,1771
Pune,2020-01-10,1860
Cleveland,2020-02-08,1606
Split (city),2020-02-07,892
Thiès,2020-03-02,1664
Nukuʻalofa,2020-04-14,939
Tallinn,2020-04-08,1961
Kingstown,2020-04-18,1412
Greenwich,2020-05-13,1889
Fukuoka,2020-03-29,1847
Pekanbaru,2020-04-29,861
Charlottetown,2020-04-19,1188
Madrid,2020-03-29,923
Anchorage,2020-03-07,1495
Sucre,2020-02-29,1275
Kandy,2020-02-21,367
Malacca Town,2020-04-26,1170
Nukuʻalofa,2020-04-03,1466
Bucharest,2020-01-27,1590
Port of Spain,2020-04-27,1363
Yellowknife,2020-03-26,1201
Porto-Novo,2020-03-21,593
Kathmandu,2020-03-02,304
Charlottetown,2020-04-11,1756
Guadalajara,2020-04-21,1240
Detroit,2020-04-04,1698
Sabha,2020-04-17,1513
London,2020-05-15,323
Perm,2020-03-12,198
Quetzaltenango,2020-04-02,1475
Baku,2020-01-22,820
Yellowknife,2020-05-04,190
Chongjin,2020-05-19,852
Tartu,2020-04-19,416
Marseille,2020-03-03,936
Geelong,2020-05-23,1664
Bangkok,2020-04-13,951
Fort-de-France,2020-04-07,1569
Helsinki,2020-02-29,705
Khartoum,2020-04-12,795
Cleveland,2020-05-08,1588
Funafuti,2020-01-26,1816
Boston,2020-01-10,1243
Raleigh,2020-02-21,1512
Bangalore,2020-02-29,1955
Colombo,2020-03-06,1310
Podgorica,2020-02-04,1016
Sana'a,2020-02-19,432
Barranquilla,2020-03-22,826
Houston,2020-03-26,1432
Kuala Lumpur,2020-02-11,541
Suez,2020-05-30,1402
Wichita,2020-05-29,1999
Yerevan,2020-04-17,705
London,2020-02-26,968
Havana,2020-01-02,983
Dili,2020-04-19,1615
Shanghai,2020-04-06,1730
Manaus,2020-04-04,1731
Jersey City,2020-03-30,225
Port Hedland,2020-01-06,1089
Abu Dhabi,2020-04-23,1716
New Orleans,2020-03-24,348
Peshawar,2020-05-30,649
Okinawa,2020-01-28,1799
Valdivia,2020-05-06,407
Tianjin,2020-03-14,841
Bandung,2020-03-26,1353
Bratsk,2020-02-05,339
Louisville,2020-04-12,1829
Reykjavík,2020-05-29,529
Dar es Salaam,2020-05-25,1474
Vitória,2020-03-07,1038
La Serena,2020-01-21,292
Bogor,2020-05-06,1719
